,content
2683,"Não entendo tb... Se não chega na mulher não tem atitude, se chega é assédio... o que esta mulherada quer? kkk"
2684,se tivesse pintado de acaju ...
2687,"cada genero tem preferencias, mulheres gostam mais de fazer cursos de psicologia, pedagogia por exemplo, enquanto homens gostam mais de engenharia, informatica por exemplo, é tão triste ver esse tipo de sofisma com intuito de dizer que tudo é machismo..."
2688,"todos sabemos que nao, mas mulher ser fragil e bla bla bla"
2691,O ator confundiu as coisas. Pensou que estava no distrito da luz vermelha em Amsterdã. 
2694,"Vou dar algo a ela com relação ao padrão da sociedade sobre Beleza: Vc está muito distante deste padrão, portanto só aparecer mesmo. Tinha que agradecer pelos elogios ""Ponto de vista"" né..."
2697,"SÓ ACHO QUE NÃO SE DEVE SAIR COM OUTRO SÓ POR VINGANÇA, E SIM POR PRAZER ... SENÃO VAI CONTINUAR A VALORIZAR O CARA QUE TE TRAIU, EM VEZ DE CURTIR OS NOVOS ..."
2698,"Se sao a minoria por poucas se inscrevem, poxa to cansado dessas matérias. Elas são proibidas de entram la???"
2700,Cuidado é Fake Neews! Pra mim veio por engano ... kkk
2705,Elas sao é umas ingratas amigo. Os homens protegem as mulheres com a própria vida e elas ainda tem coragem de só reclamar de nós. 
2706,"E olha o tema da redação, violência contra a mulher, vou resumir está redação num ditado que diz:Em mulher não se bate nem com uma flor,só com um taco de beisebol."
2710,"Quero ver você aos 66 anos, como vai ficar..."
2711,"Artista é acostumado a catar as mina. E as mina gosta, procura. Não aparece na câmera de cintura pra baixo, mas aparentemente ela tava profissional, então o cara extrapolou se achando."
2714,"as mulheres são superiores. até a hora de abrir o vidro de conserva , aí lascou, kkk"
2715,"Essa moça tem um encanto... o modo de olhar. Não é bonita, mas fascina."
2716,Mulheres não prestam. Agora vcs podem se relacionar com homens.
2719,Depois que se descobre a idade dela a gente até entende a necessidade dela de ser cantada. 
2721,Me chama de Ever Given e me encalha no seu canal!
2722,quem entra no fogo e para se queimar.não queremos esse tipo de mico leao dourado colonialista e seu Maricon por aqui. 
2724,Mas eu não sabia que mulher feminista não gostava de homem... que sentido tem isso?
2725,Eu acho que ele tem miopia pois ele ia para beijar ela e quando chegou perto voltou rapidinho para a cadeira dele. kkkkkkkk
2726,Será que foi só isso mesmo?! Ou será que o rapaz a flagrou usando vestimentas curtas?!!.. Tem de averiguar direito antes de julgá-lo!
2727,Tapas e socos matam ??qual a causa da morte ??ela caiu e teve traumatismo ??o soco atravessou o peito e acertou o coração....
2729,"Eu ainda não entendi o que as feminazis querem. Nunca vi nenhuma na frente de um quartel para fazer o alistamento militar, ou trabalhando na construção civil, ou fazendo outras coisas de homem."
2731,"Vixe! tem até isso agora: femicídio!!! deve ser para criar uma secretaria especializada em feminicídio e outra em femicídio. Dar emprego ideológico a ""cumpanherada"""
2733,Concordo isso não é música
2735,Penso a mulher sempre foi submissa ao homem e isso nunca vai mudar porque a cabeça da mulher é o homem e a mulher não tem a onde se agarrar......
2736,"So que para isso é necessario muita dedicação,  e a maioria das mulheres prefere casar bem"
2737,"Luiz Vaz, essa é a democracia marxista em geral, o que envolve feminismo, petismo, movimentos sociais, raciais, sexuais, etc.... Mas eu não ligo, essas feministas não passam de mulheres mal amadas que vão terminar suas vidas sozinhas e abandonadas."
2738,"Cuidado com a Cuca, que a Cuca te pega! Te pega daqui, te pega de lá. "
2739,"Na terra da esquerdopatia, tudo é um bom motivo para fazer de vítima algum grupo que não seja de brancos, homens e heterossexuais. Se o percentual de mulheres que seguem carreiras de Ciências Exatas é baixo, não é porque alguém as proibe de se matricular, nem por lhes cobrar matrícula ou mensalidades mais caras e nem por lhes apresentar provas mais difíceis do que as dos homens: simplesmente porque nem todas querem. Chega de mimimi e procurem algo mais útil para fazer."
2741,Está lascado hoje vale mais uma mentira de uma mulher que dez verdades de um homem
2742,"Existe mais alguma coisa no caso Robinho além do que já foi dito?  Se não, a mídia está se apoderando da personalidade de todas as mulheres ao misturar reais crimes de estupro com esse caso mal resolvido na Itália.  Até desconfio que há muito de preconceito com o jogador por ser estrangeiro.  Depois, ao final da noite, todos estarão embriagados."
2744,feinha
2745,"Em briga de marido e mulher, ninguém merece a colher.   Fica a dica."
2746,"Parabéns à essas ""mulheres de verdade"" que entendem que o homem ""macho"" nasceu para seduzir e conquistar, quer seja com uma serenata como antigamente ou com diamantes de 1 milhão de dólares... Acontece que a humanidade está sendo submetida à uma ""nova ordem"" onde surgem os novos ""gêneros de sexo"", o novo puritanismo, o ""empoderamento"" das mulheres o ""politicamente correto"", o ""tudo é racismo e preconceito"", a cantada que vira assédio e o beijo no rosto que vira estupro!"
2752,Mais Troll impossível...
2753,Cruz credo !!!!!!!!Passou na fila da feiura mil vezes
2756,Apanha mais ainda pra deixar de ser molenga......
2758,Alguma fábrica de c.o.n.s.o.l.o.s deve estar patrocinando!
2760,"Na próxima vez quem vai entrevistar ele é o negão da picona, quero ver se ele prática acédio."
2761,continua sendo desprovida de beleza física.  kkkkk 
2763,É muito feia. Casar com mulher mais velha fez parte do projeto deste pseudo estadista de araque.
2764,Carol abra seu coração e abasteça com Diesel 
2766,Tai....não tinha pensado nesse ponto...Tbm imagino que se fosse o Robinho bobão um pé de chinelo a mulher não teria ido a boite....e nada disso estaria acontecendo.....
2768,"Segundo a polêmica filosofa feminista marxista Simone de Beauvoir , as mulheres não nascem mulheres , se tornam mulheres . Então na mente distorcida dela, analogamente, os homens também não nascem homens ! Essa é a tal IDEOLOGIA DE GÊNERO, a ideologia de destruição da sociedade e da família patriarcal/machista , responsável por violência e desigualdades que deve ser DESCONFIGURADA . Diabólico , não ?"
2769,"Pregam a igualdade separando... pq não faz com meninos e meninas, o que vocês acham que as menininhas vão pensar depois? Elas vão se isolar nas outras tarefas e brincadeiras. Eu tenho filho e filha, o meu filho ensina ela a jogar vídeo game e bola, e ela ensina ele a desenhar e a ser organizado, menino é mais largado e a menina é naturalmente mais carinhosa e organizada."
2770,CUBRAM-SE ESCRAVAS SUBMISSAS. NÓS HOMENS ESTAMOS MANDANDO. 
2771,Mulher feia sem excrupulo  Nao tem desculpa feia mesmo e o Pameiras nao tem mundial
2776,As que não conseguem é pq são burras. Fim.
2778,"Se VC tem interesse no setor produtivo, engenharia, analise de sistas essa questao não faz tanta falta assim e nem pesa tanto na pontuação"
2779,"A diferença de elogio para ""assédio"" dependerá do interesse dela pelo entrevistado...""santinha""..."
2780,Então tá. Essa senhora conseguiu tudo isso e eu sou Madre Teresa. É tudo verdade!
2781,Kkkkkkkkkk mano a mulher só queria ficar mais bonita  e o cara surtou kkkkkk
2786,"Feministas em grande maioria fedem, tem muito cabelo nas partes íntimas e tra'nsam mal. Além do bafo que não gostam de escovar os dentes! Mulheres normais >>>>>>> Feminazis ( QUando estas não são lésbicas.. )"
2791,É isso que você fala pro espelho
2792,Legal mas ninguém para pra ver que a grande maioria das mulheres fazem Administração...e não se interessam por cursos mais complexos...
2795,Queria é ser preso por essa capitã!
2797,"A pessoa que se expõe na Web (youtubers) está sujeita a todo tipo de críticas... Não pode levar a sério tudo que lê nos comentários! Essa de ficar sem dormir por causa de críticas de quem ela nem conhece é melhor procurar um psicólogo pois não é nada saudável... Quanto a entrevista, por ter muitas perguntas estava ficando bem cansativa, acredito ser por isso que o ator quis brincar com ela. E de fato ela é muito bonita sim!"
2800,"A  atração, o amor, o encanto, a sedução voltando ao normal. Obrigado Catherine Deneuve!"
2802,"E o governo se rachando de rir com a briguinha colocada entre homens e mulheres. Ressuscitando as ideologias de Feminismo e Machismo. Vocês lembram as barbáries das alternativas? Esta questão era para estar no caderno de filosofia? A resposta certa é a letra F:  Se nenhum destino biológico, psíquico, econômico define... essa criatura existe realmente? Pensava que era o psíquico que definia o indivíduo, mas se eu nego a minha biologia e o meu psíquico eu sou o quê?"
2803,Será que foi so por isso?
2805,Duro golpe nas feminazis
2806,Isso acontece ate hoje por 2 fatores 1 por certas mulheres aceitar ou nao levar ate o fim casos a sim 2 por nao aver leis severas contra esse tipo de animal por que um home jamais faria isso de forma nem uma 
2807,Esse veste saia
2809,"Até que enfim uma mulher sensata, diferente dessa bruxas feminazes de Hollywood"
2811,DEUS   EXISTE  !!!  DEUS  JULGARÁ  !!!   FAÇAMOS  A NOSSA  PARTE  !!!!  PREGANDO  CONTRA  !!!!  E  CONDENANDO  !!!   TENTO  A MACONHA  C0M0  O  ABORTO  !!!
2812,"Homens são espíritos imperfeitos, e por isso estão suscetíveis a erros!"
2813,Ou apenas reconhece que precisa do homem pra trocar o pneu do carro.
2819,Ou se tivesse uma Ferrari
2823,"Censura comendo solta, né? Se a gente diz que é lindo, meu corpo minhas regras, ganha até estrelinha. Mas se diz que as portas dos asilos estão todas abertas à espera dela, somos limados kkkkkkkkk"
2824,normatizaçao da prostituiçao ngm fala nada
2825,Morreu com 2 tapas e um chute ? Oo
2826,Essa já foi violentada e abusada de todas as formas. Em troca da fama. FATO.
2828,"Quem começa que é culpado. O Maricon colonialista e sua mulher dragão, precisam de mais espaço na Amazônia além da colônia deles, a guiana, para criar seu dragÕeszinhos.  "
2831,matar mulher ja eh sinônimo de feminicídio. Não foi morta pq ela eh do genero feminino. O cara não quis mata-la. Foi uma clara explosão de raiva ao qual ele foi provocado. Ele tem q cumprir a responsabilidade pelo ato. Ela iniciou a agressão física em um momento claramente de péssima animosidade. Tragédia. Mulher eh mais fragil q homem normalmente. Mas pelas imagens não foi uma agressão que aparenta tirar a vida de alguem. ela deve ter batido a cabeça. só uns tapa e chute nao era o caso. Se fosse assim a Ronda Rouse ja teria morrido faz tempo.
2833,Poder? Sai descontrolados...não tem poder nem pelos atos que tomam...advogada querendo lacrar
2836,Essa aí levou muita varada do harry !!
2837,"Mulher sem vergonha ,se fosse homem seria machismo. Né."
2839,"HEWERTON, NÃO TENHO NADA CONTRA MULHERES , HOMENS E NEM CONTRA SUA HOMOSSEXUALIDADE"
2840,"A mulher bebeu até perder a consciência ao lado de homens que mal conhecia.Eles a estupraram, poderiam ter matado.Mas, se simplesmente eles a abandonassem bêbada, em estágio de coma alcoólico, quem seria responsável?Uma pessoa que dirige bêbada assume o risco de matar. uma pessoa bêbada assume o risco de ser morta?"
2841,16 feministas passaram no  meu comentário
2843,"Ela pegar o cara pelos colarinhos, dando uma de super mulher tudo bem, levar tapa na cara não pode... Ele errou e ela errou tb, não se sabe o porque tudo começou, e teve como consequência a morte do lado mais frágil. Precisamos de uma Lei Zé da Favela, porque as mulheres podem tudo e o homem não podem nada."
2844,Cuidado! Tu irás ser denunciado por assédio na internet contra pessoas que tu nem se quer conheces!
2846,Pura genética. Cada um no seu quadrado. 
2848,*contra
2850,"Matheus Fernandes não adianta apresentar provas, dados científicos e estatísticos... mulheres doutrinadas pelo feminismo não aceitam a verdade nem a realidade, são usadas nesses movimentos extamente por isso, por serem facilmente manipuláveis."
2854,Vou bater outra coisa isso sim!!
2855,Traição a pena tem que ser a morte
2857,O coitado do Vin Diesel deve ta com problema de vista pra falar que essa youtuber é linda. E pelo jeito ela gostou e falou que ele assediou ela. Oh coitada... Fia o Vin Diesel é um ator riquíssimo é só ele pensar que chove mulher na orta dele. Ele arruma até uma top model se quiser. Vê se cresce e amadurece.
2859,"Tem cara de ex-gorda... se com sutiã os seios estão perto da cintura na primeira foto, imagine sem..."
2860,"Tanto o homem quanto a mulher tem o seu papel na sociedade, só acho que em alguns aspectos o homem leva vantagem sobre a mulher e vice- versa."
2861,"Deixa o pessoal namorar, rapaz. Povo chato!"
2864,Vem botar a mão na minha cintura Leandro
2865,Eu tenho medo de viver num país onde as pessoas pensam assim. Eu tenho vergonha de essas pessoas serem parte do meu país. Por isso nada dá certo.
2872,"Não existe mulher feia, ela e que não conhece os produtos Jé.quiti."
2875,tô contigo  
2876,E eu quero me dedicar completamente a ela...
2877,Tem mulher também que procura né... Custava alguma coisa avisar? olha o problema que teria se livrado... 
2879,"Eu Acho que essa Mulher, tava tendo Caso com o Cabeleireiro, Triste....."
2880,"Vai começar a fazer bobagem. Tão amada, virará feminazi?"
2883,Ipor os peitos e as genitálias não foi o que o homem usou pra conseguir os empregos... foi estudo... façam o mesmo.
2886,Essa mulher tá mais anacrônica que o comunismo. 
2887,"Essa palhaça sentou no colo do Mamoa e agora reclama... Só quer aparecer, conseguiu"
2888,"Bruna querida , você tem problemas mentais? "
2889,bonita? quem te adestrou a achar isso?
2890,"Que triste,."
2892,"Concordo com a Sra. Ministra, em parte, mas e seu senador da cueca ?"
2893,"Na chamada diz: ""afundou a face"". Na matéria diz ""escoriações e concussão""... Se decidam aí gente!!!!"
2894,po e a mulhr nao e tao bonita assim
2895,Ganhou fama mundial com Harry e será esquecida com o fim do mesmo.Ainda mais  indo por este caminho.
2904,"Esse Macron  é um blefe. A Europa achou que estava surgindo um novo líder da esquerda européia. Um aborto. É muito pior que a encomenda. Quanto a sua polêmica mulher existem controversas. O tempo e a estética não lhes são favoráveis. Somos condenados a arder no fogo do inferno por isso? Ela não é nenhuma Paola Oliveira, mas e dai? Vamos então criar uma lei universal: à partir de agora ninguém conservador e ou cristão, poderá achar,e ou manifestar a falta, ou ausência, de beleza dos imaculados e inatingíveis esquerdistas. "
2905,Nome científico disso: Mi mi mi
2907,"Com tanta Xa na por aí, o cara fica fazendo besteira por causa de uma. A fila anda."
2909,Pensei o mesmo hahahahahahaha.Certamente muitos não finalizaram.
2914,60% de TODOS os cursos superiores ocupados por mulheres: COMPETÊNCIA 3% de Prêmios Nobel: MACHIIIIIIISMO.... Vá entender....
2918,"As mulheres escolhem suas profissões. A oportunidade é igual para todos, basta ter interesse, foco e ambição.A maioria das mulheres não possuem interesse nessas áreas e é por isso que a quantidade de mulheres que atuam nesses setores comparado aos homens são menores."
2919,"Pelo andar da carruagem nós homens teremos que comprar bonecas, porque vai chegar uma hora que se olhar para uma mulher já vai ser processado por assédio."
2920,JA ESTÃO PREPARANDO UMA LEI DE APOIO AOS HOMO (COM SLOGAM HOMOFOBIA) TUDO PORQUE TEM MAIS HETERO !!!  ELES NÃO SUPORTAM AS DIFERENÇAS QUEREM QUE O  NUMERO DE HOMOS SEJA IGUAL  !!! 
2922,"Vai acontecer tipo lá nos EUA, mulher se dando martelada pra depois acusar o marido e de graça ainda ganha um salário mínimo por 1 ano. ho..ho...cof...nk"
2925,"pesquisa fajuta! duvido que se tiver uma mulher que seja inteligente o suficiênte, não ocuparia o lugar de um homem nas pesquisas científicas! na atualidade, se existem mais homens que mulheres realizando pesquisas científicas, é pq existem mais homens capacitados que mulheres! ou vcs querem colocar uma mulher incapacitada para realizar pesquisa, so pra fazer número? por favor...."
2926,"uma palhaça querendo aparecer, se tivesse chamado ela de feia, teria achado ruim tbm,  GEREAÇÃO MIMIMI"
2927,"São marxistas por natureza , defendem a ""ideologia de gênero"" e o fim da FAMÍLIA NORMAL , batizada de patriarcal  e CULPADA pelas desigualdades e violências contra as mulheres . Conseguiram criar leis e políticas no Brasil que sequer amenizaram a suposta violência e ""matança"" de mulheres , além de acabar de destruir a família que estava com problemas ... . Um movimento vergonhoso fadado ao fracasso !"
2930,São minoria porquê não se interessam. As que resolvem  encarar tem êxito.
2932,"Pelo jeito ela acabou se punindo, nem deve ter sentido prazer nestas relações geradas apenas pelo ódio, que ato mais impensado e mesquinho consigo mesma!!  Ou será que este número foi somente um marketing apelativo para vender suas memórias sem sentido!"
2933,Só acho que precisava passar do limite 
2934,essas feministas querem cotas e não gostam de meritocracia pois não querem batalhar para conquistar
2939,ANARQUIA DISFARÇADA... A mulher no quadro fumando atrás expressa bem isso... Quem publica esse tipo de matéria faz parte desse grupo de revoltados com a vida.
2941,Toda essa justificativa para sair dando para todo mundo. Cada uma!!!
2942,"kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk....UMA DAS CRITICAS DE CINEMA MAIS CONHECIDAS....kkkkkkkkkkkkkkkkkkkkkkkk...A vítima nesse caso é o Vin Diesel, ne?!"
2945,"Definitivamente ser artista e ganhar muito dinheiro não desenvolve o intelecto de muitas. Vai se lançar em um movimento que ela não sabe nem a origem, nem as estratégias e muito menos o objetivo final.  Tola. Mas eu espero vê-la pelada nos ""protestos"" por.... ""respeito"" (!?)...KKKKKKKKKKKK "
2949,feminismo é falta de r-o-l-/\
2950,Vão baixar o salario dele e ai fica igual as mulheres.....kkkkk
2951,"Olhando bem, acho que para vender o livro"
2952,"Taí a prova que ser artista e ganhar muito dinheiro não t deixa inteligente. Ela não conhece a origem do movimento, as estratégias e o objetivo final mas vai ""militar"" por ele. Bela bosta. De bom só o fato q ela vai mostrar os peitinhos por...""respeito""... KKKKKKK"
2958,"O leão nunca deixa nenhum esperto chegar perto de sua leoa. Logo, o rapaz não a espancou por maldade, mas, para protegê-la de outros machos que poderiam tentar atacá-la."
2959,As pessoas falam como se isso fosse normal que pais sao estes que deixam as filhas para aprender feminismo? whatt?? Ai depois quando crescerem e virarem lesbicas vao ficar de preconceito e culpando ELAS mas na verdade isso foi escolha dos pais. Brasil o pais de trouxas :)
2960,"Ei Maria Oliveira, coloca a tua foto ai, queremos ver a tua cara, quem sabe é mais feia do a mocreia do maricon. Aliás, ele é realmente ""ininteligente""."
2962,"Ah para! Tava rindo o tempo todo gostando das investidas dele, até que alguém falou pra ela que poderia ter seus 5 minutos fama ou ganhar uma grana em cima disso!!!"
2963,Eu tiro o chapéu para os 32.
2965,Mas ela não percebeu que ele não prestava antes de casar? Casar e ter filho (brrrr) não é obrigação não gente!
2969,"Cara , a mulher só quer aparecer , não deve não aceitar a cantada do paspalho do Vin Diesel , mas devia falar pra ele , cortar o cara na hora  , não colocar na rede para aparecer, na verdade , ela quer audiência,  mas no Brasil tem de tudo mesmo"
2973,E tem gente que ainda perde tempo vendo essa armação.
2976,Eu venho pra rir aqui pra rir =D
2977,"Uma mulher, o resto é menina"
2980,"NA VERDADE ELE FOI MUITO LEGAL COM ELA, NA FOTO AI EM CIMA ELA `E BEM FEINHA, SE TIRAR A MAQUIAGEM  AI SIM O BICHO VAI PEGAR..."
2987,"''respeitem as mulheres, você saiu de uma"" > Triste ver um macho beta escrever isso. As feministas saíram dos b4g0s de homens e nem por isso elas deixam de pregar ódio contra o gênero masculino. "
2989,Se eu achar que minha mulher não é minha vou achar que sou corvo!
2990,"Aí é empoderamento, não adianta ligar pra lugar nenhum"
2991,"Dê o cartão de crédito, mas não dê poder...."
2993,"A mulher quando arruma um cara bacana,ela não da  valor.. acabam ficando com um tranqueira desses,deu no que deu....infelizmente.."
2994,"Ricardo Barcelos, prefiro IrPraPQP, na casa da tua mãe. Kkkkkkkk"
2995,"Correto, e qual mulher normal não gosta de receber uma cantada??? "
2996,Definitivamente o Robinho vai experimentar o Salaminho Italiano! Hahahaha.
2997,"Essas  essas feministas ficam ai com raivinha do sexo opostos, machismo e sei la mais o que, mais esquecem que antes de nascerem de entra em um óvulo Tava tudo dentro de um testículo no saco escrotal de um macho kkkkk..."
2999,Enfim sinal de vida inteligente no meio artístico e intelectual. 
3000,"Isso ta errado, uma pisa dessa parecida com a morte por causa de maquiagem? aposto que ele chegou e viu foi o negao escondido comendo as banana..."
3007,"Geração mais MIMIMI da História...!! Chegamos a um ponto absurdo, tudo e preconceito, tudo e ''FRESCURA''  ta horrível isso. Espero que um dia os HOMENS SEJAM MAIS HOMENS E A MULHERES MAIS MULHERES."
3008,kkkkkk
3010,É uma vergonha. Que Pais é esse...Essa mulher do Bozo não ta com essa bola toda não hem..e o Bozo é mais feio do que passarinho saindo do ovo..eu hem
3014,"EU ABOMINO, REPROVO E RUPUDIO QUALQUER TIPO DE ABUSO, VIOLÊNCIA MORAL, FÍSICA E SEXUAL CONTRA AS MULHERES, mas existem casos que não se pode mais olhar, esbarrar e chegar perto delas que é motivo de piti, encrenca, criação de caso e falsas acusações. Deste modo, eu no transporte público e em todos os lugares procuro manter ao máximo a maior distância possível e o menor contato possível das mulheres que eu não conheço e quem eu nunca vi na vida. Eu simplesmente não olho na cara, não falo bom dia, boa tarde, boa noite, não dou nem um sorriso, não faço qualquer de gesto com a cabeça, com as mãos e com a boca, não peço nenhuma informação e não faço nenhuma pergunta. Se elas fizerem as mesmas coisas comigo, eu simplesmente as ignoro e faço de conta que não é comigo. Talvez agindo dessa maneira, a possa ficar bem longe de qualquer tipo de problema com as mulheres"
3016,Um pouco de Serviço Militar obrigatório cairia bem... 
3017,"Esse cara é muito maluco, mas essa mulher tem parte dá culpa , por que esse doido em algum dia em algum momento no relacionamento deles , já devia ter manifestado o monstrinho q está dentro dele, ou já ter dado algum indício para companheira q era desequilibrado ou violento , ela já deveria ter terminado no início ou seja ter cortado o mal pela raiz"
3018,"Se ela passar meia hora com as ""feministas"" brasileiras, assistir as doidas de peito de fora, enfiando crucifixo na bunda e visse as páginas feminazistas e manifestações apoiadas com a ""bolsa militante"", ela mudaria de idéia em dois tempos. "
3019,Simples: as pessoas são tão entediados com suas vidas patéticas e sem aventura que elas inventam coisas para odiar e polêmicas. Trabalhar ou fazer algo de útil pra sociedade ninguém quer.
3020,"Tenho medo de cumprimentar ou ser simpático com as minhas colegas de trabalho . Como vamos fazer numa balada , num barzinho... ? A elegantíssima Catherine-Deneuve ESTÁ DE PARABÉNS ."
3021,"Nítido que essa foto dela foi trabalhada no photoshop pra tentar melhorar a carranca dela, hahahaha olha a imagem bem de perto hahaha, intriguinha besta digna de pagina de fofoca "
3024,"fracasso: esquerdosos col0nizados, macac0s com c0mplexo de inferioridade, que arreg4nh4m o t0ba (apesar de que gostam disso e que por isso são esquerdosos sem senso de ética e moral) a quem está errado, tanto para o b3-bum que h0je c4-g4 no burac0 da prisão por ser b4ndid0, quanto para um país que, através de suas ONGs, tem saqueado as nossas riquezas e tentado passar por cima de n0ssa s0berania! mas ainda bem que esquerdosos, enquanto segmento social, são minoria e escória cujo seu principal líder se encontra preso! "
3026,"Preconceito? As mulheres tem a mesma oportunidade de entrar nesses cursos. Fiz Ciência da Computação, e no meu curso quase não tinha mulheres, e em compensação, curso de moda quase não tem homens. Isso se chama interesse."
3028,mais uma vez a globo  patrocinando conflitos  na sociedade brasileira ....uma força inutil para o país
3030,ela ta burlando a matrix pq achar feminista acima de 100 kilos e dificil
3033,ai so depende da sua contra corrente kk
3035,É o Canhão do Napoleão Bonaparte.
3036,"Apenas mais uma traída ressentida, nada de anormal, ficou no lugar comum. Conheço várias assim."
3038,"O cara tem que pagar por isso, é fato mas se a dona não tivesse partido pra cima dele provavelmente estaria viva agora..."
3041,Pois é. As interesseras apoiando a criminosa e os caras pensando com o pinto
3043,Até parece que as mulheres são tudo santinha
3046,Ela não sabe Oque é gênero ! Só existe macho e fêmea ou é homem ou é mulher Dai pra frente é coisa inventada  por quem nao tem oque fazer isso sim .
3048,"Juliana Silva homem serve pra te engravidar, coisa que suponho você não saiba fazer sozinha"
3050,"ela poderia ter mandado uma mensagem à produtora do cara, poderia ter falado depois da entrevista para o próprio, mas não, ela quis postar na rede social para SE APARECER!"
3051,"Nós  homens somos soberanos, e estamos mandando vocês terem vergonha de mostrar os MAMlLOS, APENAS NÓS HOMENS PODEMOS PASSEAR TRANQUILAMENTE NA RUA SEM USAR ESSES TRAPOS RIDÍCULOS DE VOCÊS.. ESCRAVAS SUBMISSAS VOCÊS MULHERES NÃO LUTAM POR NADA É POR ISSO QUE GANHAM MENOS QUE OS HOMENS.. CUBRAM-SE. "
3053,As vezes acontece de dizer ... hoje não!!! Agora não !!! To com dor de cabeça !!!! Não faz a lição de casa pq se acomoda !!! Aí a casa cai e arrumam tempo para dar sem perdão !!! Melhor separar mesmo ... Daqui a pouco aparece uma dizendo QUE GUEREEIRA !!!! Igualdade todas querem ... SERVIR P EXÉRCITO NÃO !!!
3054,"VERDADE: Essa francesa aos 40 dava de 7x1 na nossa primeira-anta, que tem 37...A francesa era mais bonita, inteligente, rica e só envelheceu..."
3058,cara com aquele nariz da quele tamanho  roubando todo o ar do cara ele fez isso so para ela vazar logo dali kkkkkkkk
3059,"Se tivesse sido uma verdadeira mulher, não teria sido traída.. Vivo há 30 anos com minha querida esposa e não a traio.."
3060,"Feinha para caramba estranha, o cara estava sendo é simpático com ela, esse feminismo MIMIMI enche o saco ........."
3062,Também acho curioso que de uma hora pra outra todo mundo virou estuprador. Cantada é uma opção que a mulher pode aderir ou não. Estupro é um sexo criminoso. Forçado. 
3063,Uma voz contra os sapatos grandes
3067,"Feminista normalmente é gorda, feia e mal amada. Passa o dia inteiro passando e vivendo em função de homem, criticando, comentando, e msm assim não tem um. Por que homem nenhum aguenta uma mulher com complexo de inferioridade que tem que passar a vida atacando para ser lembrada, pq se parar de atacar os outros, ngm nem mesmo vai lembrar que vc existe. "
3069,Kkkk comprou a tese? Vai estudar!
3070,"Fiz Engenharia Ambiental, até que na minha sala tinha uns 30% de mulheres. Mas agora depois de formado 80% dessas meninas não se encaixaram no mercado de trabalho. "
3071,São misândricas.
3073,logico que ela nao tem cara de mocinha 66 anos nas costa nao e 6 anos. alias a feiura sempre vai ter ela nao e unica 
3076,"37 anos, boteco, cheia do mé! foi mexer, aguenta, o outra tambem tava cheio do mé. Acho que se ambos estivessem sobrios isso seria evitado. Culpa da marvada! "
3081,"Verdade! Na maioria das vezes, é o que acontece, infelizmente!!!"
3082,concordo
3084,"Tem poucas mulheres pelo fato delas pouco se interessarem por algumas áreas. Eu estudei engenharia, onde, 90% da turma era composta por homens. Não é culpa dá ciência ter poucas mulheres, as oportunidades estão aí. Eu sou homem branco e hétero e não vejo o mundo ser bom comigo por isso! De saco cheio desse mi-mi-mi! "
3086,Essa garota nada mais é que uma gol-p-is-t-a de marca maior ! O neymar e o prior que o diga. 
3087,"Elas querem ganhar dinheiro fácil, patrocínio sem trabalhar !! Vai fazer trabalho voluntário, trabalhar numa ONG, ou ALGO ÚTIL e não ocupar a mente dos adolescentes com bobeira !!"
3088,"Novamente esta historia? Ja foi publicada antes. O que aconteceu, o livro nao vendeu? A que ponto chega um ser humano?"
3089,"Pelo constante. na matéria não percebi nada demais, além do mais não está com essa velocidade toda."
3091,"O mercado não faz caridade nem dá dinheiro de graça.. Se mulher ganhasse menos que homem fazendo exatamente a mesma coisa, o mercado já teria se desfeito de todos os homens e estaria só empregando mulheres.."
3092,Pensei exatamente a mesma coisa. Futuramente no currículo deste curso vai ter treinamento para mostrar os peitos em protesto.
3093,Maior mocreia.
3094,"Concordo. Agora só falta fazer um programa, com psicologadInuteis,  para ensinar mulheres a escolher homem. Porque se todo homem batesse ou matasse mulher não tinha nenhuma viva. A minha nunca apanhou porque soube escolher. "
3095,A Anitta postar foto com a cara dentro da B da mulher no instagram não é assédio? Se fosse o Anitto aí seria assédio!
3098,Ela não foi v'tima nesse caso? O ex-marido que foi vítima?  Explique-nos.. Cada uma...
3100,"É falta de estudo, só pode ser!!! Santa Ignorância :("
3104,kkkkkkk kkkkkkk kkkkkkk
3106,Tremendo tribufú esta véia.
3107,É evidente que não concordo com a agressão mas ela precisava provocar? Eu acho que foi tudo um mal entedido... 
3109,"Mulher que não se garante, não sabe se impor e dizer não! Francamente, ridículo!"
3110,sem elas nem seríamos'... as feministas saíram do s4c0 de um homem e isso não impede que elas preguem ódio contra homens... triste ver esses emasculados aqui sabotando o próprio gênero.. o pior é que não comem ninguém mesmo se rastejando haha
3111,"Na próxima vez quem vai entrevistar ele é o negão da picona, quero ver se ele prática assédio."
3112,legal... e a louça já lavou?
3113,"Vida eterna com o dinheiro dos outros é fácil, quero ver levantar cedo e ganhar dinheiro honesto e suado."
3114,"Flavio - Eu também concordo, mas completando deviam ir para a mesma cela o Robinho e o Senador Cueca."
3115,aliás este universa joga no outro time
3116,"Que eu saiba o valor do contrato é livremente negociado, se a pessoa, especialmente a mulher, aceita um determinado valor é porque lhe satisfaz."
3117,Aqui sim é uma Mulher !!! Tem meu respeito.
